,0
116,1947189.7846891778
117,505982.5656550402
118,405651.45816860395
119,659604.9506541237
120,388691.46339790954
121,426445.8843076341
122,1058786.9961844706
123,197027.48112764372
124,395011.0691963228
125,1061816.64862186
126,943980.0048429141
127,459978.74022463884
128,2065127.8056391142
129,707708.7977440453
130,819384.2117077318
131,625850.6458162342
132,222802.0705041358
133,272270.9444111897
134,994874.5389738405
135,520651.6729757162
136,530341.0111397268
137,417593.0462726455
138,932368.4330608161
139,201275.18980368838
140,385378.3163761322
141,916703.8009530496
142,633594.301657486
143,93863.8259198232
144,378910.3571588467
145,2258325.28516234
146,562289.8245688124
147,-78085.33928993621
148,657061.8940533019
149,115283.8481720927
150,1204374.9248106135
151,528604.0427525545
152,701404.4817125442
153,1664298.9469886706
154,213237.14716980286
155,469772.55086506205
156,611716.2461656781
157,558796.3925312704
158,132052.85040545464
159,420064.22451717535
160,1333777.5023198281
161,554404.6535229327
162,634441.7819881311
163,288719.84585202695
164,1282872.5539568318
165,245950.52218262164
166,111311.02820334269
167,644130.3516045314
168,196558.74358990754
169,480179.5778479375
170,61317.339155036956
171,980235.8857445613
172,388116.1521770264
173,455767.55328874034
174,146895.77260867436
175,931523.3927638688
176,696470.0212042397
177,109275.16622376617
178,163585.2381642678
179,284244.88123132
180,-40198.16536463681
181,1230342.881506144
182,540996.093689271
183,388410.8645763735
184,297517.2563038457
185,734403.0130806961
186,569171.4367880984
187,609535.7990530283
188,421757.29281759623
189,578040.0309838342
190,166461.58599307557
191,206052.31905911013
192,94971.44880125881
193,321131.0601712895
194,381741.18478402856
195,419527.5185815422
196,276855.8793380091
197,558864.8679238246
198,809458.6512778557
199,900105.1113072516
200,828160.9596712821
201,1271387.4662338835
202,635170.419296827
203,695600.1428446892
204,194938.32628625107
205,464410.42654370854
206,336095.4512566535
207,564573.7765311487
208,234616.61641924683
209,203018.7459814861
210,989735.1751819119
211,589562.883136069
212,1286516.661956151
213,251530.04415398854
214,136177.77082082262
215,690884.9345786539
216,366160.80036724557
217,375790.1366104706
218,165045.46644161083
219,146118.56686177722
220,978579.1015113775
221,569125.5378598445
222,786917.7486675415
223,532152.3253174793
224,258270.74037648021
225,288219.45908055955
226,114547.48146578291
227,216824.52282582456
228,126948.64018545765
229,226707.7171253264
230,666297.6546991592
231,1069039.2166974419
232,825333.2436966439
233,131894.17176381533
234,1174873.8848243095
235,491363.2880880189
236,585610.4956422896
237,875792.9548707876
238,931675.9805905825
239,530331.571130033
240,478364.8768457199
241,435812.665160912
242,690032.1432518755
243,564858.1604318874
244,865413.5463168222
245,262404.3876348727
246,531292.4466138446
247,392736.2714564041
248,876698.2176790236
249,976116.2289859016
250,888810.9902778646
251,508948.6951526783
252,897863.1367844675
253,1386257.5973387612
254,624740.3183363929
255,76468.47304337483
256,438246.64269484347
257,1054451.158824748
258,493169.2791266843
259,631137.8361352392
260,651220.1701868533
261,303530.8560173196
262,827121.0345495724
263,797782.6006063224
264,451579.7872244015
265,357547.3115502015
266,719230.7760818397
267,616581.2430925395
268,542108.98322215
269,1754145.9725090768
270,753954.3416127466
271,515951.9225930781
272,762582.7404519127
273,571712.9775762167
274,770192.5851981345
275,271043.8269523511
276,1010729.6698807612
277,613715.4088178191
278,267021.1167910654
279,553942.525064888
280,547133.6577951327
281,431223.5643580023
282,654666.2538231001
283,257418.30003266444
284,203868.2132446546
285,389035.52239717473
286,414004.3853998956
287,393652.2317931565
288,1312161.2724240054
289,406110.0067105236
290,307740.760201921
291,491393.86723853915
292,401567.8320448218
293,473992.6708988437
294,903141.0227196004
295,962784.4330282343
296,521238.922020269
297,249472.303370938
298,835534.6932388713
299,794465.1497279648
300,38116.58249381301
301,207230.65122890408
302,950138.6991077411
303,1237395.816626749
304,619633.0196470553
305,830754.0388729236
306,270600.732472706
307,878400.0126235624
308,347340.6405764449
309,552368.5638606964
310,-51040.032831994904
311,297701.14867494826
312,130394.24162538175
313,349765.8156224957
314,246912.95802068594
315,505942.61055676814
316,607299.1208623125
317,202919.35329931247
318,745811.7252918873
319,1944122.213261256
320,463587.1726151119
321,434284.3313284882
322,64626.764882940915
323,429690.2523296182
324,885986.5949761117
325,861072.4681177422
326,755602.8718911839
327,514126.4031962112
328,1351053.5220181649
329,68772.4622434635
330,317563.508785837
331,174481.95906309388
332,568241.6555650042
333,597815.950135943
334,449763.11830532923
335,279591.4756006561
336,-61958.507324430684
337,746748.7410657366
338,548797.04488038
339,354471.95682780026
340,381985.6760973515
341,619332.37154543
342,858103.8090068883
343,700927.4324184622
344,269856.401593758
345,166523.57979071536
346,67098.42350748886
347,727332.9182677701
348,405666.0550106255
349,290206.1943145385
350,427809.67383460514
351,389133.42622687644
352,1072276.4042874975
353,342843.6142350022
354,211103.81681683834
355,562714.0269862439
356,304890.8418809193
357,639049.6933747574
358,-334757.3235498825
359,565151.365101216
360,1348267.0848302227
361,88136.86552341346
362,-32957.324870086246
363,119636.48920260352
364,348807.1471750884
365,444192.00385843404
366,254935.03052026167
367,304335.45713270863
368,57599.773415605014
369,881114.4437724325
370,1266553.5026422874
371,849288.4148333269
372,475703.92319314927
373,482219.17915765557
374,1394523.3501046086
375,134780.83911739488
376,287752.2557128704
377,902848.2531436641
378,746728.7683624204
379,355320.0103888967
380,753289.6131156485
381,695117.8107223071
382,356108.81365393556
383,680816.6282105241
384,661805.4988283121
385,1148738.1856374727
386,358742.96240919654
387,837860.5986118765
388,521739.2196703693
389,492412.1196806545
390,183545.7397634685
391,960112.3400234921
392,149028.49544292234
393,447054.1432378376
394,-196960.18073492651
395,403724.7555120472
396,20582.286597416212
397,934029.7041715822
398,617277.9774855181
399,657487.6592091871
400,111186.92136151972
401,1326843.987098441
402,712522.596244694
403,68933.16408289841
404,512628.752061637
405,1574415.5398018402
406,1059242.698557098
407,-36641.70265671637
408,249951.26679854863
409,962431.3793814803
410,702340.8436053146
411,91306.1686313381
412,241561.96974299976
413,103651.80837761989
414,561182.8702813814
415,470306.2328275916
416,440082.21406569274
417,136308.28567479528
418,474176.66958001547
419,540631.7694397321
420,268840.4189499483
421,100865.30177559913
422,234126.9612459109
423,527367.2953789486
424,190034.21532928647
425,748232.0986748828
426,337898.47932292114
427,547305.1084091841
428,798606.1642892868
429,113468.11203056405
430,387934.5488363808
431,595601.6081301328
432,836712.9580912151
433,178519.72690023208
434,458725.01631196856
435,856407.6093743431
436,72594.14977077121
437,579234.847280791
438,1423298.8159476728
439,487440.28452538967
440,539652.3055842229
441,537329.1033871507
442,778368.8236436459
443,470500.68589569
444,1412505.7584422803
445,665093.6408575535
446,368168.6809630989
447,424579.9282018277
448,1378365.4976851763
449,586943.155308557
450,316374.33345393743
451,538654.3207667178
452,92084.15034559014
453,519618.5987983843
454,539260.3418256503
455,696648.0949075681
456,195451.40052652138
457,163424.15159600292
458,181498.25511187973
459,636342.3180469823
460,258687.62166955858
461,472910.0740965246
462,296915.87376259523
463,254323.92605696234
464,144172.97124577075
465,499658.04981628247
466,364551.0043879533
467,568761.5260777463
468,172150.8754957026
469,445938.62621453113
470,282501.3414372684
471,362391.4279364372
472,327697.5768807342
473,365931.71852458594
474,215241.35985883675
475,475636.5177765258
476,492381.30506374897
477,213791.38778814045
478,298861.30359969276
479,391658.6740700584
480,284273.88417617633
481,425074.71885006246
482,475789.3770068942
483,417252.99669196096
484,285980.4577694457
485,395133.0650491554
486,566424.5581316833
487,456388.88238724496
488,298586.6909163912
489,361652.8033300134
490,1141513.5271887924
491,513712.12043667573
492,87509.96659666696
493,502026.59442832135
494,91351.35592674284
495,979428.4773616336
496,449618.2721756841
497,987039.0300221519
498,344642.3222621387
499,601590.0318806446
500,818690.8321326057
501,777389.1543533407
502,773700.144266414
503,195966.23751953954
504,675559.6288304521
505,551063.0827208562
506,605401.6016389927
507,433750.2874809349
508,1117449.9222017247
509,333544.24352144473
510,863996.6615348185
511,1074552.1488218969
512,743265.9697794105
513,318848.18282913987
514,1276412.9717728859
515,655346.2466661766
516,511668.8072970739
517,494786.4448931883
518,433418.0688310632
519,489935.06405073847
520,206967.77975237765
521,44059.51178531145
522,1319564.0862848265
523,979874.3083689894
524,712081.6649632794
525,330875.87025781267
526,665711.7120025376
527,439529.92548831925
528,641657.5693083793
529,316135.9553066067
530,274711.27665496257
531,191663.55676505377
532,441180.6697865806
533,1033570.3956014911
534,736655.8803563919
535,751003.4465837515
536,271377.3193058183
537,834011.8537767612
538,1136384.922906533
539,379957.744811984
540,121977.61541772843
541,906517.5407561761
542,1108806.5852522925
543,152759.663253779
544,1130451.470190141
545,546272.3280351349
546,148871.66926686652
547,478549.5509251292
548,405419.4906228434
549,225760.25375514518
550,1144924.4561617183
551,460316.69783777744
552,423723.1051626805
553,219006.1725040601
554,481000.02435821807
555,221233.32409171446
556,810023.6796624751
557,433788.40537670313
558,278758.0448989939
559,349428.3001405408
560,277929.35054123035
561,200151.33050269476
562,1510281.313603839
563,359933.6472502076
564,211465.30486496695
565,805740.1515800908
566,185169.2589298233
567,695271.040058255
568,247799.1056685226
569,593988.7794066347
570,445119.36252884625
571,227137.12240029505
572,354044.07501060504
573,640749.8267979791
574,751580.6440445002
575,-80318.09276400608
576,1181311.907669528
577,461818.6075267269
578,634575.2412229843
579,155490.29052469833
580,452445.02407708706
581,608189.0751354533
582,254746.758846745
583,784036.4431688217
584,682528.1932144758
585,158830.37153722753
586,271655.2200267824
587,331026.56979512225
588,378350.0686448602
589,532171.5475832522
590,536650.2265915507
591,-185775.99125644844
592,500503.58915411134
593,-21687.179793602205
594,705714.2078935597
595,186295.18827794673
596,772023.3370665853
597,429198.9694412481
598,316028.7338299039
599,386680.318907761
600,662688.6211843655
601,535111.3557426742
602,462699.51558732556
603,679517.9897324842
604,657558.7118527921
605,114557.1095032586
606,687110.1507429156
607,542197.0554037367
608,683444.4671914933
609,917774.2148354742
610,518403.8190123582
611,167635.68463741784
612,599722.7832832866
613,1564410.7099918583
614,115015.91916711372
615,775125.4055786382
616,783424.9008510386
617,325933.48180350766
618,394808.9146966166
619,835482.2657321094
620,718606.3404193415
621,470539.21323503845
622,352198.59942724195
623,593530.9552769469
624,390454.22451858944
625,394254.1700264142
626,134154.10439655936
627,367787.5475327517
628,343189.2070367782
629,696732.5605508948
630,342588.99865254003
631,828009.8976998344
632,233329.94456538843
633,669505.7617612297
634,412963.578128487
635,445633.57435871614
636,572024.8640555744
637,230854.41519493493
638,96747.85064329102
639,425997.1105635221
640,119497.61549466738
641,438918.0517163805
642,653488.5994276782
643,1057984.5316119567
644,-181019.19312160483
645,394415.8458510494
646,409682.06021279667
647,472158.77448644815
648,402984.14576169767
649,254152.11505717208
650,1315897.011953793
651,358101.53272081923
652,1438914.6929128473
653,260740.86476018396
654,615159.0805342941
655,454287.80299307324
656,218516.38379807124
657,317049.77949821216
658,925368.4862453296
659,572113.8283800294
660,616539.734014089
661,1053479.364403524
662,334051.50706295227
663,498591.48360781523
664,520535.3918094145
665,1496383.5883226548
666,366670.3276122471
667,362508.1320612341
668,552264.4720759023
669,548675.4334919323
670,537516.0609617141
671,373440.0868142147
672,1677528.1022557863
673,267811.3433680844
674,370531.61376805743
675,520274.33695614664
676,948223.3826646133
677,732784.7370163843
678,315799.2016714822
679,783447.9134502184
680,264862.70281339803
681,255534.96951389743
682,434055.94226270705
683,878966.3045876786
684,480533.28107500135
685,276789.6699510401
686,662394.6235863023
687,762354.0630439478
688,790702.7090030622
689,913254.6870779191
690,520762.80459762434
691,911875.6506778266
692,449555.5741633106
693,802030.3937933767
694,392387.4943743263
695,934175.9238929552
696,278544.7356098482
697,198696.5626208373
698,336342.9815491695
699,741540.7828554983
700,490269.9684471567
701,468487.69234138366
702,644807.7794069252
703,600592.0122222573
704,589656.4144088001
705,404141.8569110293
706,393543.860638042
707,519146.0811762243
708,283277.0837577086
709,152647.72725437972
710,358431.48213583743
711,-113380.59264268685
712,355423.0283062435
713,650285.2275811963
714,302439.5859114275
715,476700.3246601316
716,301927.8299632574
717,1362804.8556238795
718,344956.74209713936
719,547751.3645526919
720,99841.10983633582
721,479339.9978331453
722,71876.14654926531
723,502628.8241319988
724,624834.9684402258
725,488597.7902170749
726,338755.0699130567
727,550936.8812918674
728,341553.1225908316
729,426920.8008029832
730,444256.81127185316
731,1257039.1301771547
732,136895.6155347157
733,459781.03439187934
734,518119.8859005101
735,835473.4839577269
736,1604402.3216613382
737,1203157.998386552
738,243579.48121464695
739,300593.79505069624
740,550655.8756975278
741,696308.6128578323
742,939917.0658922173
743,272316.8058794287
744,475785.7334144756
745,179786.56512511492
746,758112.789082744
747,712442.0133754887
748,106048.81085240189
749,278417.5433407987
750,680127.9615396
751,433726.2298904534
752,928619.3808699736
753,298446.04218442284
754,1104113.5870948518
755,335903.5607308879
756,100274.41883953381
757,474743.5480792128
758,407924.2090660584
759,325309.36966859887
760,393290.28013451106
761,622128.2715584179
762,859811.0888725274
763,823985.4694028985
764,300286.3762854531
765,-5672.97731287303
766,466238.8865978969
767,294431.5164443285
768,475003.84495487635
769,471478.5319236119
770,660930.01509019
771,1030805.6162817826
772,1258671.2641585707
773,383904.4011149106
774,613834.3447522696
775,870842.5747288204
776,642083.7958038619
777,645879.7792174248
778,661408.3519485057
779,664285.221599731
780,132789.2619299728
781,965966.1479401855
782,746993.9108458798
783,798770.9700611419
784,277145.7976618196
785,486327.37864131783
786,305649.17712672835
787,120532.64948538272
788,497339.5214580131
789,939234.5418084121
790,3185.6193894064927
791,431057.95693182293
792,657933.0375371432
793,249586.78811082657
794,896398.3467538228
795,342489.3560633501
796,603398.1468511116
797,450495.8914650376
798,713507.7394006904
799,211678.60084434377
800,1768171.4853259646
801,474852.4070349026
802,1515702.5657756338
803,385780.70959060243
804,502044.0062630391
805,377108.31304183835
806,798158.3316721527
807,767107.2692630637
808,227078.96104380395
809,170529.09545093472
810,675670.2490071935
811,234232.2283558955
812,454507.7211030283
813,346626.45375299884
814,957746.750070236
815,394345.8842700033
816,388296.08420724317
817,962220.7865357097
818,29916.12797107309
819,1142746.0187760657
820,925040.1499158499
821,747432.4052375864
822,1526517.423076592
823,5489.98582705119
824,890101.0869434924
825,1018771.6542286504
826,584312.4687987203
827,285303.31805023475
828,431033.96518585295
829,9622.561195171642
830,572272.2755902504
831,972760.4894260397
832,133231.62257742282
833,571985.3778824591
834,319967.4219054332
835,711751.4109419886
836,366569.2913555375
837,645308.3588327509
838,231659.5004230974
839,1074297.4379094448
840,346360.92305288045
841,250627.10871580878
842,715096.9775424348
843,430527.8648205565
844,1121990.289546342
845,255471.1999280926
846,137302.75753102242
847,571157.8865500023
848,649079.0667512487
849,2772228.5906372257
850,457814.46127263864
851,96377.54033245821
852,419214.7705691551
853,674283.0662115623
854,397678.1192709665
855,120127.37562366849
856,383800.2609468438
857,1070095.6511849947
858,512462.2643561505
859,446729.095714579
860,939268.8683466165
861,331758.9893578433
862,296604.0081418222
863,121429.23392724525
864,1331967.3144854228
865,661371.556981755
866,575151.4073125055
867,249218.1016692067
868,71574.07273117197
869,546302.1552481921
870,326570.2037567056
871,196695.49934428028
872,636454.6614459303
873,746931.654731301
874,542377.2237617755
875,732001.2795845337
876,101475.88806094258
877,556997.3781858921
878,553736.7989212825
879,385340.99691165925
880,459064.7415494439
881,-30972.492421590956
882,814984.6287336835
883,302969.54163994547
884,257124.3479073638
885,183670.09086762607
886,1244138.5627208878
887,586520.9061970905
888,397201.4609783002
889,312947.5368329616
890,510436.3174315863
891,366350.35355423356
892,569531.3668112174
893,674062.3001106885
894,559496.3796062684
895,493177.6353116211
896,414876.5721949347
897,-95302.35968438408
898,764170.8095496077
899,259755.49177131098
900,347515.1750567388
901,702047.1892689364
902,349265.0932009717
903,182846.46955402324
904,901176.7513766693
905,112134.20007952797
906,729879.3158842829
907,193365.8178163055
908,586027.2321161898
909,732102.7187379497
910,285173.8289047294
911,377037.80640071665
912,870753.4542226383
913,528744.8064212045
914,381658.6453816872
915,437418.1968227022
916,363815.89032472204
917,153938.34266045364
918,308571.378795885
919,217384.37829615694
920,612924.8408760274
921,832741.4308497534
922,863887.4808982335
923,255005.83978260268
924,442289.54295644676
925,270412.78774413845
926,328760.0530877871
927,979573.4654785142
928,367682.6700496776
929,595255.4387253437
930,314605.7041856098
931,518260.24909480393
932,405183.7656340777
933,164593.07761777408
934,466150.2712789178
935,180170.7219453798
936,642326.9541941662
937,271245.092759365
938,655805.2414860505
939,390226.7435030646
940,531435.526997566
941,669865.2523409495
942,586335.9534359461
943,763511.8379103593
944,586156.9395774107
945,1188598.3754591728
946,497366.4060862055
947,706112.4622254103
948,699371.8720939794
949,357454.0919295916
950,1448808.1365184598
951,446276.2233188895
952,524856.7531837664
953,717131.7598986313
954,1128751.4269227642
955,176715.18129447143
956,780803.2510120426
957,184685.46444400685
958,526421.3756249616
959,691587.6314014262
960,294777.3398598513
961,863616.4927407362
962,496367.22426837136
963,299291.03890662594
964,1328226.2004558798
965,218417.4462701009
966,1574221.1289435667
967,336556.56253741344
968,653966.3240151615
969,472324.65859108313
970,201379.19193929783
971,415601.4752856054
972,205182.91227680212
973,395198.87906853936
974,134145.78390190873
975,1224483.9234735211
976,616174.6634950788
977,-85074.01211385004
978,341368.29790600133
979,282150.369059195
980,1220753.842281911
981,269092.1084948108
982,510071.1845686614
983,410706.84914201393
984,834525.1852497034
985,63007.20848476997
986,486021.9721400321
987,615167.3349386463
988,237244.80550787546
989,290551.7482811975
990,666213.8465597604
991,862770.901285068
992,205212.6013090806
993,615889.691739945
994,738796.3400958319
995,519436.5117956399
996,358283.2990714549
997,1602207.1046920507
998,837197.6012162642
999,820240.3782629798
1000,218523.6709268167
1001,538249.5544043181
1002,398982.5428721778
1003,641048.7386511354
1004,1107297.8705036156
1005,136204.67922911147
1006,690393.6829845197
1007,804829.0832803891
1008,449801.1606256049
1009,323964.2574867343
1010,1447174.5241481052
1011,724761.2281763246
1012,-27582.862905308866
1013,219860.8061192645
1014,1053469.948049352
1015,732567.1792595272
1016,611145.2816668038
1017,578953.0653168624
1018,1345193.247207289
1019,315906.8873260608
1020,546863.426776419
1021,556435.1900727268
1022,68503.74197497749
1023,509588.29851489794
1024,511057.8531416324
1025,504455.48970152624
1026,556557.2190518726
1027,664110.1856716542
1028,372414.14597944263
1029,509342.77300170215
1030,489977.77503581834
1031,-200340.50197898876
1032,447181.84588698857
1033,88613.46075564018
1034,432205.88773795194
1035,810980.7693341003
1036,700056.9632879259
1037,405835.00791766646
1038,305191.41814284225
1039,365279.92560319346
1040,308559.00854220754
1041,651008.1632775593
1042,1193645.6474497505
1043,814386.914338006
1044,1142460.5953103825
1045,1117910.6296901004
1046,589062.6855780054
1047,488521.64998069254
1048,144814.94032394106
1049,1483687.3999975156
1050,162129.82237460604
1051,631181.9452971865
1052,411150.2495814157
1053,769879.6318884777
1054,628336.5911200617
1055,1119480.3717579339
1056,1470007.186370763
1057,764808.0803474075
1058,343409.82692193706
1059,260817.8106015987
1060,605036.2231467153
1061,1050133.9359758943
1062,741320.3697040194
1063,776711.5142608765
1064,207120.41543329903
1065,859121.8324825115
1066,792162.2174702855
1067,833603.452928122
1068,1790928.298632687
1069,641323.7344335045
1070,333550.06567830057
1071,493158.66193346365
1072,347659.5555645438
1073,165620.8765936768
1074,359724.69437875017
1075,651504.2226451254
1076,4598.648224328441
1077,550456.2234355136
1078,355635.44808084576
1079,453732.02352720464
1080,378021.8484808089
1081,833557.502554413
1082,152280.26011195994
1083,14905.326186041493
1084,421299.46284807625
1085,251586.6019326719
1086,506092.7172406466
1087,1560945.2364913197
1088,896717.5274015736
1089,1070982.7425885508
1090,586937.6440119654
1091,347929.86665770854
1092,16309.787160857057
1093,621842.7558425475
1094,585820.9632586141
1095,664731.1193444686
1096,384247.49903864507
1097,624399.250351773
1098,334100.18631919485
1099,258039.20707847807
1100,427788.85194619605
1101,502124.0394201566
1102,643096.4778566556
1103,303640.0161022657
1104,480708.48474509304
1105,542298.4120554054
1106,102803.23115500843
1107,454855.55392374506
1108,105143.19264149864
1109,503114.2854081439
1110,1110821.7109075347
1111,567218.0181604928
1112,369889.56427150103
1113,755492.9664392711
1114,324938.8632026976
1115,209233.88270155643
1116,75827.84761289886
1117,1220287.236616603
1118,218902.06783120357
1119,435507.2179155395
1120,232809.7682301888
1121,1153154.1526069911
1122,537482.338578404
1123,654473.9385974231
1124,523013.9552358384
1125,414378.44407378277
1126,408566.6845316418
1127,453992.7916729306
1128,200935.0609107584
1129,459497.6202450262
1130,545974.5865656085
1131,1069306.9630536744
1132,365232.4850549691
1133,600182.536788675
1134,494684.9984036486
1135,618079.4830414908
1136,588338.5162160549
1137,1350675.5283511453
1138,712034.0115713077
1139,903573.3686929586
1140,376899.72870881634
1141,-27062.418344677484
1142,306376.1679112513
1143,411025.46547958057
1144,1150914.2215252803
1145,842743.8339799364
1146,663401.4018435228
1147,279471.55827299453
1148,477447.27721162234
1149,396997.19677864644
1150,539704.4935373703
1151,1060946.3999024625
1152,1702377.2623793008
1153,185724.80336975586
1154,490013.0887195136
1155,267683.18613584613
1156,641271.4938697905
1157,626319.7044845346
1158,911633.3322317236
1159,446355.2601310768
1160,527669.7767981867
1161,625954.5711143324
1162,475513.1023856052
1163,302542.29786090984
1164,876159.3133739807
1165,898416.7904223014
1166,1170689.0030809175
1167,326520.86983449035
1168,430444.6729679315
1169,1146367.33951701
1170,221045.01778531756
1171,414893.17098439694
1172,102931.44151618355
1173,583030.5775119157
1174,718714.0392026593
1175,292693.4676802147
1176,1758636.6871595457
1177,427894.60864660575
1178,690388.6002329278
1179,439554.49013173615
1180,490656.78940668865
1181,662393.6877617179
1182,293508.99451212457
1183,1203984.2430872764
1184,500819.4161416148
1185,699599.6562612073
1186,553401.7324059923
1187,459612.8793783722
1188,560380.88661944
1189,709526.1080006023
1190,367947.29892982973
1191,203234.9139916827
1192,785758.9410812405
1193,515223.4630203515
1194,541161.2313136872
1195,693862.1555360932
1196,128336.04538484209
1197,533731.5601365298
1198,628419.5578922761
1199,852061.5715533829
1200,323209.34756709996
1201,584489.3613487094
1202,204830.60953152057
1203,1244964.5474142553
1204,1105808.6497032647
1205,359086.25971928856
1206,737805.8544475167
1207,1143954.7111137141
1208,345270.09730448376
1209,238802.6190729048
1210,598573.8794689854
1211,448809.7062234443
1212,144567.9043009003
1213,91711.936493024
1214,1257589.1589419288
1215,369788.2427933139
1216,766866.6780037275
1217,686989.9166883023
1218,1106823.0881421645
1219,236507.38292166055
1220,812448.5603549537
1221,948768.1046234473
1222,400873.0135607801
1223,342792.25780872535
1224,355359.42096806876
1225,257310.43265778426
1226,374650.46980833926
1227,192579.1045152984
1228,129995.21932978247
1229,1152023.761087324
1230,491470.5761036342
1231,817710.4382436144
1232,954751.691444029
1233,933309.0914673189
1234,433812.10271450644
1235,796432.9252658368
1236,231021.32392542524
1237,460772.1671293484
1238,806644.1973599385
1239,252024.27332577307
1240,351032.5637452047
1241,328724.02665521274
1242,708723.7208348943
1243,550533.6375531781
1244,1034244.9521929453
1245,95231.22020046046
1246,733161.2617706995
1247,742826.5321580399
1248,369971.80358373094
1249,483872.5292948859
1250,618918.0200489688
1251,567666.8958436085
1252,571844.935957934
1253,317003.1775668347
1254,1333313.226598178
1255,284614.12089105643
1256,819242.1716432468
1257,342000.0259920608
1258,595493.4422968943
1259,365708.3281399498
1260,1220188.0066983486
1261,806949.8307079371
1262,788702.9538827128
1263,574482.1882553811
1264,719264.2625095661
1265,1157259.6381247072
1266,974687.739666093
1267,908861.9191090764
1268,692538.4149426074
1269,98163.1212438732
1270,178036.23462560488
1271,282296.8305869768
1272,935247.3473610919
1273,396803.31063802366
1274,1217359.8721448816
1275,518823.0578382773
1276,1069283.4023490343
1277,352257.6814871767
1278,106335.98073257774
1279,685895.9963350714
1280,46174.06071985635
1281,270217.30779136345
1282,1784784.8243208453
1283,607616.3799287399
1284,749930.5256617462
1285,317973.3300237517
1286,600976.5337635945
1287,594205.3560402306
1288,423223.7482084355
1289,690068.5532987085
1290,289920.5842385584
1291,563555.4425518339
1292,301067.32084479486
1293,542960.6789629745
1294,875562.3175412534
1295,537032.1716112363
1296,602796.4548945243
1297,171667.58814171772
1298,-160757.65681353968
1299,831862.6410440711
1300,637687.5684777386
1301,332369.7002656789
1302,263104.68272377684
1303,158611.1662246391
1304,1351542.634955137
1305,435601.1469147793
1306,822246.7528343104
1307,523509.6923745725
1308,44980.045770746656
1309,110393.58536609786
1310,487030.00438680826
1311,455858.66939774866
1312,324861.7119167795
1313,566070.7045224985
1314,586978.6902935321
1315,346783.70052701747
1316,545244.2896277301
1317,272806.2103545198
1318,526303.8812533763
1319,326855.2435393644
1320,490053.1578013754
1321,236708.37149608438
1322,744571.9755647446
1323,476437.8191429166
1324,905308.8532537854
1325,370089.27279197646
1326,511939.0107413158
1327,589065.5996123326
1328,458475.07135427406
1329,361753.27235336986
1330,869043.1899641916
1331,459779.0038161252
1332,1107370.6209931583
1333,376274.8588374945
1334,340905.09106841416
1335,-134768.99105233955
1336,629785.9783570742
1337,691103.4611599967
1338,148497.6693749178
1339,735604.494560368
1340,270574.47040606046
1341,199448.02854426886
1342,755960.5255588215
1343,101887.94487859367
1344,660554.5641384684
1345,150961.28389414778
1346,518381.1622230499
1347,314940.3484130185
1348,118654.42332471977
1349,1609262.0807877243
1350,249151.0743498212
1351,304632.67304794316
1352,823043.5651570166
1353,378356.67128807656
1354,444416.5055403821
1355,609662.40744392
1356,1136427.337801246
